col0 col1
250.33291809996874 -22.411344568977178
252.10523910617627 -22.500841383881426
250.68491826649355 -22.483852038354332
253.1124604126921 -22.478545428162246
249.01281976887051 -22.40710214339462
245.45940040768443 -22.366482234518905
249.7276442342497 -22.38496656831662
245.80551423386066 -22.33672701948493
249.34972287845738 -22.380419274572546
248.7490656008074 -22.41710025360759
248.8583632020831 -22.385725826170358
254.78345089420858 -22.48843285510039
251.97489583861594 -22.508525484897884
252.0160766809267 -22.442889206858727
250.4782112042707 -22.43586245789628
248.98529379511493 -22.39691091456664
251.0123527238397 -22.461241315451574
255.3401229565764 -22.488783246759333
252.46884755337095 -22.50669244160323
255.558782623636 -22.55468602042018
250.87024220917493 -22.468576680456557
253.96268878191574 -22.55192516644457
254.04151630903888 -22.473099249035663
252.68096340488466 -22.49946950833569
254.2415911043924 -22.543940581290887
250.8903470104774 -22.419702259162204
250.03330920559438 -22.37936156763233
247.5074316788069 -22.33487322691347
249.6915970501343 -22.460976060721958
254.25056509213096 -22.502220990023485
251.31450147440606 -22.450694696882334
253.46952295369817 -22.50493078809574
253.5638485977527 -22.504144633892402
254.1679984524622 -22.537502919255868
253.0848293562588 -22.49263894279652
252.8973080300759 -22.490143688381643
253.41217116112347 -22.463990466372568
248.71288653913788 -22.38095597831899
247.87226541350984 -22.378874627511927
246.70014542570712 -22.327460056866954
247.69802947828674 -22.33324954833673
246.72579523130435 -22.325453302387128
249.09135150196568 -22.377641567307975
249.784672170088 -22.403765318880787
252.54462922037038 -22.443420630535698
252.7457019386192 -22.4817805720314
250.30232551649826 -22.404449159222985
248.2822787521151 -22.384897663158263
259.25756129301635 -22.610653334138068
257.3706982077138 -22.55949697137794
254.50950394198406 -22.544487918663734
251.87882685676536 -22.444476994350236
252.45453605622248 -22.500870509974845
249.1954528175163 -22.427313440766362
249.6957680516055 -22.40017531580896
246.1235660235984 -22.320368447169354
250.9556489545984 -22.41449437951103
251.9608032725335 -22.51902043757011
245.65002577236817 -22.343901268079524
245.6084824905688 -22.33230965549045
249.88855028209503 -22.384969623532534
250.06388467283514 -22.456091576463102
251.6015333364264 -22.475364004066915
252.85726951391385 -22.492937818186295
251.4386343467443 -22.435099069867164
254.31504688075546 -22.53790136339974
251.28528092580135 -22.47766799273306
251.76646419877503 -22.436426682074075
253.01966127368004 -22.474952711520586
251.03496304739622 -22.47419211688854
250.5937921198965 -22.489991418654668
248.26044577334386 -22.379729289828468
247.46220209073473 -22.381637678720956
249.68400704669824 -22.454249732869272
253.24928913649896 -22.453513905393116
257.52166805664115 -22.601866672830187
258.7414572861488 -22.62808174646076
259.073081018251 -22.636448312827355
254.38172925894577 -22.545118133316763
251.00143445385942 -22.463125705220488
257.5400941014552 -22.59624469801432
250.39611918061564 -22.41249471969499
252.82154458715263 -22.459802150130013
248.66331109788203 -22.382929820759408
249.51543965673537 -22.426523291934785
251.20635881418352 -22.431251808995317
250.06304367115465 -22.413835109605873
251.95407303440928 -22.493910762776647
253.14759956290993 -22.536786214552347
254.48601784009674 -22.472765380402517
252.4956310522452 -22.541333000705873
256.9309873992433 -22.528189930649653
258.5876692094045 -22.590454074142432
255.88706144075985 -22.553376769850207
251.55213308037574 -22.434212241343655
252.376497843286 -22.51495758357829
254.88688823383026 -22.490678226560128
253.1247344705169 -22.512007328924405
254.67944067789568 -22.522412041502346
253.19195279171387 -22.489165455685654
253.396471175879 -22.506138911455267
252.63694513865184 -22.489402139690828
251.69046958442703 -22.465538070403134
255.1743897434871 -22.55438028071944
254.44931893631102 -22.54785671177663
253.09795354352522 -22.470422181976968
250.5224106220306 -22.47517056432243
253.86555642689777 -22.4657982990228
248.00814624986438 -22.373112199807977
247.84737183312066 -22.364389034853044
246.45321574954923 -22.3512844729158
255.22240399189738 -22.50833638705853
252.57103712655677 -22.44116632566474
250.54902984770507 -22.403196495797562
252.75371000666814 -22.511522379224473
252.40021231503437 -22.52086983835147
255.21848038832204 -22.508918936130726
248.71221829633873 -22.408562878020415
245.9758330480734 -22.336666054349706
244.4501954213492 -22.284709519212488
246.70618063315263 -22.383309317086955
247.652230999303 -22.389259654297145
255.3143606119488 -22.506427030122776
250.32505662225242 -22.457217168105092
250.75463344556158 -22.4507779070884
254.2417276974769 -22.477231223119116
253.39313593109136 -22.46630266450125
252.4210624402125 -22.509247403530175
253.70845003788298 -22.51103452335409
251.73282785857324 -22.465825611034482
250.62594036793993 -22.46030865118081
257.5949303914708 -22.59510240710818
253.49265231649156 -22.463647918536704
248.20429298720882 -22.349246625661745
250.4449945496436 -22.403351638680807
253.44408259201094 -22.481602706142887
254.29114611151178 -22.528593206101647
257.0161414371485 -22.543644875836478
254.52549067065073 -22.4791557406901
254.67197631679545 -22.518514524562722
251.8083310454045 -22.47916982142459
254.18495367925055 -22.517875853230077
250.4399640641403 -22.402612803721883
259.3646254423066 -22.59045459390777
256.0847906244702 -22.50187782115937
254.89412427873168 -22.496734168305892
254.62067021211163 -22.546588375043637
250.9628994908053 -22.454829924976735
250.06169736882114 -22.42991711405602
251.64740949374917 -22.439692057174334
253.18682827504435 -22.463452342858865
250.54836869076343 -22.415024152039837
249.81342146905567 -22.47273291905141
248.82344950779685 -22.427571161564963
254.9709111207187 -22.48871959045466
252.70903880331605 -22.476792453326556
256.99806272794353 -22.55139710357127
255.0481899839636 -22.528083897368756
252.35993129733856 -22.425343100644792
250.79476964747784 -22.441552606919323
248.46045790206077 -22.361678405739337
245.74561119097075 -22.373930946114275
247.66028068559183 -22.398603700533677
251.36861766535213 -22.52322275749451
253.088214498515 -22.489727395487563
250.52315551412835 -22.4106856819695
246.93750138123988 -22.36213084584495
246.33703622960604 -22.407146776889377
247.98889661755092 -22.429425279900123
243.54899783021497 -22.286572866989196
240.7388234466252 -22.226632619923098
248.91294273492693 -22.322123478172767
248.56369598084362 -22.32906548580178
246.740068241637 -22.304647757046506
248.389217749861 -22.333222040355007
247.02173447971936 -22.381496545791958
253.47426902051595 -22.520770946308012
257.2664056714696 -22.57229485346917
257.53285104523496 -22.584982601223025
255.18416387801585 -22.518307066970806
253.05596886734597 -22.46551209091834
253.79639168090915 -22.56108075245654
255.64575174780452 -22.55373833029474
255.50042113101054 -22.531467030808148
254.19183976243835 -22.512907401089684
252.32027351947687 -22.469708152770572
252.69895498080027 -22.505606452052756
251.8488356615348 -22.471378815667034
246.78473083792076 -22.385659822783357
245.20058352401432 -22.300021758602366
250.15887844633068 -22.43026197800162
248.53517215365028 -22.405864284489144
245.3177417531647 -22.292555744813065
247.76208176800117 -22.398214475854754
251.15889874282342 -22.397849402202393
249.6929712981749 -22.433227478836038
252.78840212162123 -22.472300352095953
249.13649711366233 -22.424408087965105
249.4742980370512 -22.380360896876528
253.37399151269074 -22.495157217775898
